uri,playlist,track.name,track.album.name,track.album.release_date,track.popularity,primaryartist_name,primaryartist_uri,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
spotify:track:5lgJByAmkgnisZYU6XwtJ2,Salsa Colombiana,El Amor Mas Grande Del Planeta,El Amor Mas Grande Del Planeta,2018-02-27,1,Orquesta la Fuga de Cali,spotify:artist:1hKqqasAon1KaQurWRpuOe,7,-4.538,1,0.0365,0.611,2.61e-05,0.0845,0.911,157.332,250384,4
spotify:track:1I70lW77TO4TbXAyAofPYy,Salsa Colombiana,Curao en Salsa,"Salsa para el Bailador, Vol. 1",2018-09-17,32,Curao En Salsa,spotify:artist:6olL7cjgBRwpBZIphKCV5b,11,-6.305,0,0.0412,0.122,0.00249,0.0383,0.818,149.974,290603,4
spotify:track:5TTKwmlIUZq4PNnpZeF6bf,Salsa Colombiana,Como la Manigua,Manigua,2018-11-30,38,Yuri Buenaventura,spotify:artist:7FIeKWN0FTtzvQ1i7Z1aTx,7,-8.653,1,0.0476,0.688,9.16e-06,0.328,0.507,87.593,289033,4
spotify:track:4PzJ8EH3Apvtmropm3W5hK,Salsa Colombiana,Encantadora,Encantadora,2018-02-22,1,Juan Carlos Ensamble,spotify:artist:2D6mQmDTdaLcA9BZytb4yk,10,-3.932,1,0.0909,0.574,3.57e-05,0.0716,0.857,94.99,250885,4
spotify:track:4lWQDCED9lmRRVI93tc91b,Salsa Colombiana,La Palomita,Tributo a La Salsa Colombiana,2014-02-01,48,Alberto Barros,spotify:artist:33ZuRLa8CHXZVPJXdQCcul,9,-2.669,1,0.079,0.276,1.8e-06,0.36,0.92,194.871,260947,4
spotify:track:0vf2eKyBWP8CLDicddGSF2,Salsa Colombiana,Caramelo,Tributo A Celia Cruz,2003-08-20,22,Alquimia La Sonora Del XXI,spotify:artist:7Ei7ZObFHFq1YOGoYcDIPS,8,-5.366,1,0.0388,0.703,0.0163,0.0928,0.964,110.012,215179,4
spotify:track:5N8HRh3pKXakJrdxQKMi1j,Salsa Colombiana,El Preso,"Narcos, Vol. 2 (More Music from the Netflix Original Series)",2016-09-02,52,Fruko Y Sus Tesos,spotify:artist:5aAlzehdUM14I4ppq24Xob,5,-5.409,0,0.0376,0.166,0.00325,0.125,0.816,106.165,293787,4
spotify:track:0pFLD8oIWPHDBgkPzINYcG,Salsa Colombiana,Salsa,Yo Soy,2000-01-01,40,Yuri Buenaventura,spotify:artist:7FIeKWN0FTtzvQ1i7Z1aTx,9,-4.71,0,0.11,0.47,0.00518,0.0846,0.834,102.221,268493,4
spotify:track:5jAvZlrknZT8rZlMVUsKvL,Salsa Colombiana,Tal Para Cual,32 Grandes Exitos,2003-02-14,46,Joe Arroyo,spotify:artist:7BFnoFhJjLWcsqmN3Hizqg,7,-8.216,1,0.0377,0.173,2.4e-06,0.0782,0.842,118.363,276200,4
spotify:track:26ucR33snMkRD6JExhoD6I,Salsa Colombiana,Una Aventura,The Best,1988,62,Grupo Niche,spotify:artist:1zng9JZpblpk48IPceRWs8,0,-10.935,1,0.0365,0.275,0.00241,0.121,0.731,92.855,316093,4
spotify:track:6cFecmNzTj6MSV4aIYcCHg,Salsa Colombiana,Micaela,"Viejoteca en Tiempo de Salsa, Vol. 6",1966,0,Sonora Carruseles,spotify:artist:34qU0b0yRjEzRJtknerEDS,0,-6.888,1,0.053,0.364,0.00272,0.0793,0.937,179.592,284707,4
spotify:track:0OwS05mubfyTnplfP8rMwu,Salsa Colombiana,Noche de Arreboles,32 Grandes Exitos,2003-02-14,41,Joe Arroyo,spotify:artist:7BFnoFhJjLWcsqmN3Hizqg,2,-4.11,1,0.0679,0.784,5.98e-05,0.0822,0.767,95.717,245453,4
spotify:track:6jly2CevRmnMbmU2R1cm1e,Salsa Colombiana,Sobre las Olas,Grandes Hits - Latin Brothers,1975,4,The Latin Brothers,spotify:artist:2AiZXMqpVlCDnz3trZbWaK,5,-5.254,1,0.051,0.372,0.00041,0.0706,0.928,107.834,204160,4
spotify:track:3wBuU391TaEr9NEPkN1e1j,Salsa Colombiana,Gotas De Lluvia,Siempre Una Aventura,1990,51,Grupo Niche,spotify:artist:1zng9JZpblpk48IPceRWs8,4,-3.946,0,0.0375,0.701,0.00019,0.0565,0.688,97.276,354973,4
spotify:track:60Fl49DuNUh6LIUwHM7Mni,Salsa Colombiana,Cachondea,14 Cañonazos Bailables 2001,2000,57,Fruko Y Sus Tesos,spotify:artist:5aAlzehdUM14I4ppq24Xob,7,-8.441,1,0.049,0.185,0.000917,0.289,0.915,113.842,297333,4
spotify:track:3bpqoOSDwdaK003DPMvDJQ,Salsa Colombiana,Soledad,La-33,2004-12-04,49,La-33,spotify:artist:1Y2yzHPbBWZouNYTOGFq7u,8,-4.671,1,0.0514,0.75,0,0.0595,0.896,95.045,285547,4
spotify:track:6SWClwPHq90nsCt7fsEPuV,Salsa Colombiana,Patrona de los Reclusos,Soundway presents Colombia! (The Golden Age of Discos Fuentes. The Powerhouse of Colombian Music 1960-76),2007,32,The Latin Brothers,spotify:artist:2AiZXMqpVlCDnz3trZbWaK,7,-8.334,1,0.0644,0.0658,0.0348,0.0297,0.723,99.184,373107,4
spotify:track:05kD5WmBvDqHDvBciv0PiT,Salsa Colombiana,En Barranquilla Me Quedo,Colombian Street Party,2014-04-17,0,Joe Arroyo,spotify:artist:7BFnoFhJjLWcsqmN3Hizqg,1,-8.535,1,0.0435,0.0775,0.000579,0.0909,0.689,103.868,312720,4
spotify:track:58faeNlN41kHtSw5ks3jWu,Salsa Colombiana,Raquel,Perfume de Paris,1990-09-21,2,La Misma Gente,spotify:artist:4q3sKRFsDPs82sKriW34mJ,0,-9.087,1,0.0538,0.566,0.000104,0.314,0.735,169.102,305827,4
spotify:track:3uzuhX2qGvWN1XbqXWsx1v,Salsa Colombiana,Vendedora de Amor,Aqui Estoy,1990,39,Moncho Santana,spotify:artist:2JqEiy0aIziuAupest70fk,11,-6.542,0,0.0385,0.749,5.4e-06,0.128,0.897,88.151,275627,4
spotify:track:6eDCSWJCEnGgyvkL5r4bKT,Salsa Colombiana,Sobredosis,"Música Tropical de Colombia, Vol. 10",1987,0,Los Titanes,spotify:artist:4dboOLuCgBpq31GG6xov2S,7,-6.468,0,0.0396,0.472,0.00149,0.138,0.958,168.868,249879,4
spotify:track:78YTS11VFlUrv1zmNyV6A7,Salsa Colombiana,Pa'l Bailador,Antología Musical de Joe Arroyo (Volumen 2),1965,1,Joe Arroyo,spotify:artist:7BFnoFhJjLWcsqmN3Hizqg,1,-5.604,1,0.0495,0.614,0.000301,0.32,0.961,102.159,270301,4
spotify:track:033vO3yfYViqWIKo8BdrTK,Salsa Colombiana,Castigala,14 Cañonazos Bailables 2001,2000,30,Los Nemus Del Pacifico,spotify:artist:58JENxULlTFsqJb5l2Nb50,10,-7.549,0,0.0458,0.164,0.0709,0.0544,0.856,92.752,276533,4
spotify:track:6qCdQyVXZidUe9KSbX45dg,Salsa Colombiana,La Salsa la Traigo Yo,La Salsa la Traigo Yo,2003,2,Sonora Carruseles,spotify:artist:34qU0b0yRjEzRJtknerEDS,5,-4.834,0,0.0328,0.152,0.104,0.226,0.907,113.406,260120,4
spotify:track:0Sv9GZus14o4AwvXb8CeYs,Salsa Colombiana,Sentimiento Caleño,Salsa Pa Rato,2014-05-02,35,Tromboranga,spotify:artist:1d8flZp4PgQ17KR7RjtlJP,5,-4.455,1,0.0339,0.561,1.07e-06,0.169,0.767,90.541,332200,4
spotify:track:6jQeAqkvJfT27Mk87kPlVk,Salsa Colombiana,Ron Pa' Todo el Mundo (feat. Diomedes Díaz),El Rey Del Congo De Oro,2000,37,Joe Arroyo,spotify:artist:7BFnoFhJjLWcsqmN3Hizqg,0,-5.37,0,0.0377,0.756,3.68e-06,0.22,0.884,139.143,260440,4
spotify:track:1U46h3Bu03yIwyFaKHALmf,Salsa Colombiana,Del Montón,"Colección Oro de la Salsa, Vol. 2",1978,0,La Sonora Dinamita,spotify:artist:13or1Wf6ipcvSIiurZATvw,2,-5.63,1,0.0446,0.198,1.31e-05,0.0989,0.689,89.147,201062,4
spotify:track:7ycF9ruw3EKOxY2lgKN5Ks,Salsa Colombiana,Sabre Olvidar,32 Grandes Exitos,2003-02-14,36,Joe Arroyo,spotify:artist:7BFnoFhJjLWcsqmN3Hizqg,0,-8.17,1,0.0867,0.471,0.000101,0.0841,0.86,127.045,255440,4
spotify:track:5RcVFqQ5EEmKJMwhu8IM40,Salsa Colombiana,Quiereme,Quiereme,2018-05-06,31,orqueta la identidad,spotify:artist:2pZ7ZPOgXmKQvCbBNWobfw,3,-10.81,1,0.048,0.501,0.000212,0.0542,0.83,86.694,244692,4
spotify:track:6258We1xSV3M2oLVMwhirP,Salsa Colombiana,La Pantera Mambo,La-33,2004-12-04,49,La-33,spotify:artist:1Y2yzHPbBWZouNYTOGFq7u,0,-6.321,1,0.0383,0.474,0.0012,0.0555,0.819,99.992,374840,4
spotify:track:0uub4RZQaDYpziNCEIKgKM,Salsa Colombiana,Conmoción,La Cara del Gato,2010-08-04,28,Conmoción Orquesta,spotify:artist:2IStcUgrPfLfTXDjrhdjnd,0,-12.407,0,0.0853,0.504,0,0.164,0.921,104.99,300559,4
spotify:track:4nlg1iDjTZJgKK3PaWKEx5,Salsa Colombiana,La Candela - Salsa,La Candela (Salsa),2016-12-18,16,La Otra Banda,spotify:artist:0ROPXillH7mkRhDQvdeXPs,0,-6.422,0,0.0479,0.649,0.0501,0.101,0.853,111.948,345240,4
spotify:track:3zV54TnctXFCTLdg51mAVL,Salsa Colombiana,Cada Dia Que Pasa,A Fondo Con...Guayacan Orquesta,2012-04-21,1,Guayacán Orquesta,spotify:artist:2pZ81eCkqxemIjqqfE1fhE,10,-5.044,0,0.0378,0.146,2.77e-06,0.144,0.619,89.975,295497,4
spotify:track:3qE6fNreE4dPFlheCoHzEc,Salsa Colombiana,Beso a Beso,"Mano A Mano de la Salsa, Vol. 1: Grupo Galé vs. Grupo Niche",2007-02-01,42,Grupo Galé,spotify:artist:4152ZUds7gXsqYQexUonDP,0,-3.86,0,0.041,0.488,4.13e-06,0.0471,0.943,170.917,284920,4
spotify:track:1taKI4j9XETogvTKxoJYxe,Salsa Colombiana,La Pollera Colorá,Wild Salsa - Tropical Party,2002,0,Fruko Y Sus Tesos,spotify:artist:5aAlzehdUM14I4ppq24Xob,5,-5.535,1,0.0366,0.578,0.0211,0.0488,0.963,97.87,286760,4
spotify:track:43zdSGprJL0dg6cBQbwftd,Salsa Colombiana,Dale al Bombo,Historia de la Salsa en el Siglo XX (Vol. 3),1975,0,The Latin Brothers,spotify:artist:2AiZXMqpVlCDnz3trZbWaK,8,-7.192,1,0.0921,0.281,3.14e-05,0.0259,0.918,109.172,223267,4
spotify:track:5FxKvyL6UUXyU507veSIPY,Salsa Colombiana,Yo No,Yo No,2017-11-10,15,Guarango,spotify:artist:3nfaxDx2fmcPxNcnnebDhZ,0,-5.411,1,0.0426,0.443,0.000347,0.0665,0.952,82.03,203523,4
spotify:track:2AzJDIs4hDFvARTcTRGj0a,Salsa Colombiana,Maria Canela,Hacerlo Bien,2000,40,Cesar Mora,spotify:artist:0xR68AyQA5b3scD6PB8RPS,7,-4.71,0,0.0409,0.358,0,0.318,0.938,146.022,302320,4
spotify:track:3WyCqAwE7P6OgWGGd9sW1r,Salsa Colombiana,Ayúdame Inspiración,Ayúdame Inspiración,2018-04-20,42,Maite Hontelé,spotify:artist:1Pe4MoTbike2NZeexUUBrU,0,-7.378,1,0.0951,0.436,1.84e-05,0.144,0.732,97.088,247505,4
spotify:track:78ntwzvjylG0NiEaoe6cKl,Salsa Colombiana,Barranquillero Arrebatao,"Intimamente, Lo Mejor De...",2011-07-13,0,Fruko Y Sus Tesos,spotify:artist:5aAlzehdUM14I4ppq24Xob,2,-8.431,1,0.0421,0.172,0.00213,0.0476,0.748,90.727,260867,4
spotify:track:0q2MIxHk2eVMAKE2Chs1Ku,Salsa Colombiana,Llorarás,Salsangroove,2016-11-04,0,Salsangroove,spotify:artist:6Hw8INToSfJFmHYEeQDFVb,1,-7.225,0,0.0653,0.31,0.00271,0.108,0.529,93.024,379355,4
spotify:track:5YfqVqJwjxiyhxvofbCnHp,Salsa Boricua,Conteo Regresivo - Salsa Version,Contraste En Salsa,2008-07-21,61,Gilberto Santa Rosa,spotify:artist:27vNK840zYq6IfDijHPsv1,8,-6.162,1,0.0803,0.778,0,0.069,0.96,163.905,266787,4
spotify:track:5giBWdb2pJwFl3avFUKGXj,Salsa Boricua,Fabricando Fantasías - Salsa Version,Oro Salsero,2010-01-01,54,Tito Nieves,spotify:artist:4vOycwLXdkMMzpZW04VW5m,9,-3.523,1,0.0413,0.26,0,0.0936,0.931,91.291,274653,4
spotify:track:6jCo1ni2ikRL8DWuegc92I,Salsa Boricua,Tu Con El,Oro Salsero,1994-01-01,62,Frankie Ruiz,spotify:artist:4dLvccxeQIM5u80Ri0u9OV,7,-5.647,1,0.0498,0.181,0.000691,0.298,0.947,95.331,303307,4
spotify:track:3dUOVExxPh0nmE6DtYVWIE,Salsa Boricua,Amores Como el Nuestro,Cuenta Conmigo,1992-05-19,56,Jerry Rivera,spotify:artist:7wOZy3KdFVVINgNFFxkxwO,0,-11.839,1,0.0483,0.57,0.0432,0.0788,0.651,179.47,302093,4
spotify:track:14ZtWHRc05sX1qy4dL89ID,Salsa Boricua,Casi Te Envidio,Serie Millennium,1999-01-01,43,Andy Montañez,spotify:artist:6RMWFexOHVj5ctezneQH5v,7,-5.815,1,0.0705,0.445,0,0.0711,0.891,95.658,320467,4
spotify:track:05K2YWeCYYBgPWFj8TT4uK,Salsa Boricua,Conciencia,El Caballero De La Salsa - La Historia Tropical,2009-02-10,56,Gilberto Santa Rosa,spotify:artist:27vNK840zYq6IfDijHPsv1,10,-6.873,1,0.0414,0.542,6.05e-06,0.083,0.887,176.617,333280,4
spotify:track:6VQ2fI8goSX8mpSvytXkXR,Salsa Boricua,Idilio,Mis Favoritas,2010-06-07,65,Willie Colón,spotify:artist:7x5Slu7yTE5icZjNsc3OzW,5,-8.309,0,0.0398,0.552,0.00622,0.085,0.904,93.979,308693,4
spotify:track:4hgk2iBQfSupmzye4LfTQE,Salsa Boricua,De Mí Enamórate,The Greatest Salsa Ever,2008-01-01,48,Tito Nieves,spotify:artist:4vOycwLXdkMMzpZW04VW5m,2,-6.232,0,0.0352,0.69,1.95e-05,0.0753,0.752,94.38,309840,4
spotify:track:5Ba4YFq13YdsTosd7mwqzi,Salsa Boricua,Lluvia,De Verdad,1996-02-19,61,Eddie Santiago,spotify:artist:5Wg6XnPTp0xXxFCjywwR9I,10,-7.895,1,0.0378,0.503,3.43e-05,0.0787,0.77,165.048,296920,4
spotify:track:1FcUm2UbruVWMqQxzDhRWH,Salsa Boricua,Siempre Seré,Exitos y Más,2007-08-21,54,Tito Rojas,spotify:artist:2kgCV0fFS0wt3q6M5B39nH,0,-6.289,0,0.031,0.138,0,0.355,0.901,165.447,324467,4
spotify:track:236qXqcmitHCZ3SHoGZN8g,Salsa Boricua,He Tratado,Exitos de Victor Manuelle,1993,63,Víctor Manuelle,spotify:artist:4N5fp4zhTsVITZTVfsXpc2,5,-6.173,0,0.074,0.376,4.09e-05,0.165,0.907,90.628,303133,4
spotify:track:2HbmLkHkkI15eES8kpWRuI,Salsa Boricua,Ven Devórame Otra Vez,Oro Salsero,1994-01-01,60,Lalo Rodriguez,spotify:artist:5LmwELEKyxDFxrbZzR8K4U,5,-9.28,0,0.0438,0.667,8.62e-05,0.276,0.961,83.778,311400,4
spotify:track:0LIZVQBQtDi4lLhB83qJIp,Salsa Boricua,Vivir Lo Nuestro,Desde Un Principio / From The Beginning,2006-01-01,55,INDIA,spotify:artist:3NIZFmehJM8YiGpCdihlck,10,-6.448,0,0.0433,0.592,0,0.919,0.802,91.158,366200,4
spotify:track:5MhLjE5KvAfqFx8hxQi3eW,Salsa Boricua,Aparentemente,En Concierto,2008-07-24,52,Tony Vega,spotify:artist:3Yg61bt7pZYX1bbMXEj8oY,0,-9.308,1,0.0405,0.177,1.34e-05,0.131,0.651,182.664,449640,4
spotify:track:4hw32LMr5RoeKQl0Kvh20e,Salsa Boricua,Casi un Hechizo,Mis Favoritas,2010-06-08,55,Jerry Rivera,spotify:artist:7wOZy3KdFVVINgNFFxkxwO,0,-3.052,1,0.0409,0.714,1.18e-05,0.0541,0.839,92.992,222947,4
spotify:track:0gVmUkRX09cY5uNPSI74JC,Salsa Boricua,Tengo Ganas,Historia De Un Sonero,2008-07-21,52,Víctor Manuelle,spotify:artist:4N5fp4zhTsVITZTVfsXpc2,9,-3.631,0,0.0376,0.201,0,0.205,0.88,93.31,266173,4
spotify:track:1OIfhmTXZWuKLibFKe5RFd,Salsa Boricua,Tú Me Vuelves Loco,Frankie Ruiz Gold,2006-01-01,42,Frankie Ruiz,spotify:artist:4dLvccxeQIM5u80Ri0u9OV,7,-5.863,1,0.032,0.259,0,0.0692,0.951,92.065,295667,4
spotify:track:0amRhMUb9wYrDOmSD938AQ,Salsa Boricua,Tu Vida en la Mía,Tu Vida en la Mía,2019-02-21,10,Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,2,-3.16,1,0.0339,0.37,0.000309,0.373,0.851,93.528,373200,4
spotify:track:3fRIuTih8bzc0vtY9fHhvF,Salsa Boricua,Talento De Televisión,Mis Favoritas,2010-06-07,69,Willie Colón,spotify:artist:7x5Slu7yTE5icZjNsc3OzW,2,-6.675,1,0.0434,0.701,3.99e-05,0.0636,0.938,104.947,279320,4
spotify:track:3tdWq4q1FF9SSSDdnbfNWS,Salsa Boricua,Lo Mío Es Amor,En Concierto,2008-07-24,49,Tony Vega,spotify:artist:3Yg61bt7pZYX1bbMXEj8oY,7,-5.849,0,0.0353,0.0936,0,0.912,0.691,89.571,420040,4
spotify:track:7asA65gTrIQW706DL39dLP,Salsa Boricua,Mi Mayor Venganza,The Greatest Salsa Ever,2008-01-01,1,INDIA,spotify:artist:3NIZFmehJM8YiGpCdihlck,7,-7.895,1,0.057,0.577,3.32e-05,0.189,0.764,169.983,318133,4
spotify:track:60HG3jOvvG7XITdy6F06el,Salsa Boricua,Fuego En El 23,Fuego En El 23,1969,4,Sonora Ponceña,spotify:artist:39qcQ01yJQbaMje70kIiFa,7,-6.339,0,0.0353,0.54,0.000562,0.708,0.837,92.033,284653,4
spotify:track:6p8Dt5ofRsmwhBSYhDwMRS,Salsa Boricua,Arroz Con Habichuela,Arroz Con Habichuela,2006,50,El Gran Combo De Puerto Rico,spotify:artist:6nnspeopmJAG07xOxHmqTu,10,-6.521,0,0.0598,0.298,0.00027,0.0561,0.907,138.244,356640,4
spotify:track:5yGzJ9gphxtII2eoI1Qj9t,Salsa Boricua,Loco Pero Feliz,Calle Linda (Golden Edition),2015-11-20,43,Pirulo y la Tribu,spotify:artist:7yUFtMptVtCtg3vIR018vO,2,-4.205,1,0.0352,0.387,1.01e-06,0.195,0.834,101.103,383040,4
spotify:track:6PT8TupAmSIP42aOj7TQLk,Salsa Boricua,Cinco Noches,The Greatest Salsa Ever,2008-05-20,35,Paquito Guzman,spotify:artist:4JtUybFExZ5dbq3GyYwRE5,1,-4.784,0,0.0434,0.487,0.000622,0.192,0.917,97.362,310133,4
spotify:track:3Hv1DCU3Z0mPJa7UjqD0IG,Salsa Boricua,Periodico De Ayer,De Ti Depende,1976,4,Héctor Lavoe,spotify:artist:7opp16lU7VM3l2WBdGMYHP,5,-7.181,0,0.0294,0.364,0.134,0.128,0.583,98.405,407373,4
spotify:track:0EvqtUYBpFOtAGrfWI2DtL,Salsa Boricua,Payaso,Oro Salsero,1994-01-01,41,Andy Montañez,spotify:artist:6RMWFexOHVj5ctezneQH5v,2,-10.265,1,0.0402,0.223,0,0.069,0.839,108.105,280333,4
spotify:track:6lTJ6lfPSvgNc2JNL8DVam,Salsa Boricua,Como Lo Hacen,12 Favoritas,2013-01-01,38,Frankie Ruiz,spotify:artist:4dLvccxeQIM5u80Ri0u9OV,2,-6.022,1,0.0333,0.182,0,0.0417,0.947,93.123,306667,4
spotify:track:734AX6t02v4SNG1bkhNxT9,Salsa Boricua,El Menú,20th Anniversary,1982,44,El Gran Combo De Puerto Rico,spotify:artist:6nnspeopmJAG07xOxHmqTu,0,-7.491,1,0.042,0.821,0.000226,0.0726,0.737,87.47,252400,4
spotify:track:7kFyyZup2X8HkOjgrj7rn1,Salsa Boricua,Aguzate,La Herencia,2009,1,Richie Ray,spotify:artist:1mX1TP27ndNVthqdB95bMf,9,-9.596,0,0.0377,0.775,0.00943,0.106,0.956,111.05,375600,4
spotify:track:7aegyzkmhZnoO6xvD0BNc5,Salsa Boricua,El Rey De La Puntualidad,Anthology,2012-03-26,1,Héctor Lavoe,spotify:artist:7opp16lU7VM3l2WBdGMYHP,4,-6.565,0,0.0541,0.383,0,0.105,0.879,105.821,402493,4
spotify:track:3vFxhY2ejPkBPPI8tTFB1V,Salsa Boricua,Ese Hombre,Serie Cinco Estrellas,2008-01-01,40,INDIA,spotify:artist:3NIZFmehJM8YiGpCdihlck,9,-9.071,0,0.0781,0.701,0.00017,0.0491,0.628,88.203,279840,4
spotify:track:3AjxOdecZ2eKDL0aOtcYsJ,Salsa Boricua,Cambio de Piel,3.0,2013-07-23,60,Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,0,-3.097,1,0.0409,0.595,4.2e-06,0.115,0.803,163.97,279360,4
spotify:track:6enTchE7OOtatE69v8TMoH,Salsa Boricua,Solo Se Que Tiene Nombre de Mujer,"La Rockola Salsa, Vol. 3",2013-08-28,37,Angel Canales,spotify:artist:4bJWcXUgUrQl4E4ru6VapB,5,-5.244,1,0.0333,0.19,0.00385,0.116,0.899,98.03,319973,4
spotify:track:0TgbqQpWj06HsIREGbJoOi,Salsa Boricua,Salsa Pa' Olvidar las Penas (feat. Gilberto Santa Rosa),25/7,2018-03-23,53,Víctor Manuelle,spotify:artist:4N5fp4zhTsVITZTVfsXpc2,2,-2.989,0,0.128,0.21,0,0.367,0.858,108.564,298307,4
spotify:track:0Az3jAeIEImuTugUp33ajY,Salsa Boricua,El Dia De Suerte,Hector Lavoe El Cantante -The Originals,2009,6,Héctor Lavoe,spotify:artist:7opp16lU7VM3l2WBdGMYHP,0,-5.481,0,0.0478,0.669,0,0.0533,0.953,99.454,327360,4
spotify:track:7BxjRWadxvkrqxC0J3ZHxK,Salsa Boricua,25 Rosas,Serie Millennium 21: Paquito Guzman,1999-09-14,36,Paquito Guzman,spotify:artist:4JtUybFExZ5dbq3GyYwRE5,9,-2.493,1,0.0602,0.304,0.000301,0.0566,0.921,93.512,279107,4
spotify:track:5A32KQZznC2HSqr9qzTl2N,Salsa Boricua,Ahora Quien - Salsa Version,Valio La Pena,2004-07-27,60,Marc Anthony,spotify:artist:4wLXwxDeWQ8mtUIRPxGiD6,4,-4.837,0,0.0782,0.375,0,0.267,0.687,85.1,309587,4
spotify:track:6vuWGCNmi4tXfhHKNoLIgo,Salsa Boricua,Comerte a Besos - Salsa Version,Siempre Frankie (greatest hits),2003-10-21,40,Frankie Negrón,spotify:artist:3QPEwHBLL8xX8p8HaT4S16,11,-5.214,0,0.0698,0.372,0,0.421,0.657,97.747,269800,4
spotify:track:54vVFWhoMG7LMfmRPTqijM,Salsa Boricua,Anacaona,Cheo,1971,3,Cheo Feliciano,spotify:artist:1Ypa8o8muvDcgOt1YYtcOC,5,-7.862,0,0.0361,0.442,0.0052,0.0645,0.945,97.692,253253,4
spotify:track:67hHhKVp67fqRwE0OehlnX,Salsa Boricua,Señora De Madrugada,A Mi Estilo...,2006-04-05,48,Tito Rojas,spotify:artist:2kgCV0fFS0wt3q6M5B39nH,0,-9.085,1,0.0327,0.625,9.74e-06,0.0489,0.95,177.367,349600,4
